1	2017-12-06T00:16:39.137Z	1087	REQ_HOME	0
2	2017-12-06T00:16:40.567Z	1430	REQ	0
3	2017-12-06T00:16:43.015Z	2448	REQ	0
4	2017-12-06T00:16:45.755Z	2740	REQ	0
5	2017-12-06T00:16:49.129Z	3374	REQ	0
6	2017-12-06T00:16:52.250Z	3121	REQ	0
7	2017-12-06T00:16:55.250Z	3000	REQ	0
8	2017-12-06T00:16:59.059Z	3809	REQ	0
9	2017-12-06T00:17:02.827Z	3768	REQ	0
10	2017-12-06T00:17:05.826Z	2999	REQ	0
11	2017-12-06T00:17:08.684Z	2858	REQ	0
12	2017-12-06T00:17:11.416Z	2732	REQ	0
13	2017-12-06T00:17:14.004Z	2587	REQ	0
14	2017-12-06T00:17:16.184Z	2180	REQ	0
15	2017-12-06T00:17:18.243Z	2059	REQ_TOK	0
16	2017-12-06T00:17:20.084Z	1841	REQ	0
17	2017-12-06T00:17:25.758Z	5674	REQ_SINF	0
18	2017-12-06T00:17:26.172Z	414	WS_OPEN	0
19	2017-12-06T00:17:26.172Z	0	WS_RECV	0
20	2017-12-06T00:17:26.335Z	0	WS_SEND	158
21	2017-12-06T00:17:26.338Z	1	WS_SEND	1
22	2017-12-06T00:17:26.482Z	144	WS_RECV	0
23	2017-12-06T00:17:26.722Z	240	WS_RECV_INIT	0
24	2017-12-06T00:17:27.979Z	1257	WS_RECV	0
25	2017-12-06T00:17:46.835Z	1	WS_SEND	18856
26	2017-12-06T00:17:47.361Z	526	WS_RECV	0
27	2017-12-06T00:17:50.876Z	0	WS_SEND	3513
28	2017-12-06T00:17:51.174Z	298	WS_RECV	0
29	2017-12-06T00:18:05.499Z	1	WS_CLOSE	14321
# Success
# Job finished in 87458ms
