1	2017-12-04T19:01:12.120Z	8692	REQ_HOME	0
2	2017-12-04T19:01:20.675Z	8555	REQ	0
3	2017-12-04T19:01:25.372Z	4697	REQ	0
4	2017-12-04T19:01:28.537Z	3165	REQ	0
5	2017-12-04T19:01:33.641Z	5104	REQ	0
6	2017-12-04T19:01:40.962Z	7321	REQ	0
7	2017-12-04T19:01:46.338Z	5376	REQ	0
8	2017-12-04T19:01:52.656Z	6318	REQ	0
9	2017-12-04T19:01:58.889Z	6233	REQ	0
10	2017-12-04T19:02:02.190Z	3301	REQ	0
11	2017-12-04T19:02:04.779Z	2589	REQ	0
12	2017-12-04T19:02:10.684Z	5905	REQ	0
13	2017-12-04T19:02:13.630Z	2946	REQ	0
14	2017-12-04T19:02:16.625Z	2995	REQ	0
15	2017-12-04T19:02:21.148Z	4523	REQ_TOK	0
16	2017-12-04T19:02:24.193Z	3045	REQ_SINF	0
17	2017-12-04T19:02:26.750Z	2556	WS_OPEN	0
18	2017-12-04T19:02:26.750Z	0	WS_RECV	0
19	2017-12-04T19:02:26.758Z	1	WS_SEND	7
20	2017-12-04T19:02:26.763Z	0	WS_SEND	5
21	2017-12-04T19:02:26.874Z	111	WS_RECV	0
22	2017-12-04T19:02:26.893Z	19	WS_RECV_INIT	0
23	2017-12-04T19:02:27.132Z	239	WS_RECV	0
24	2017-12-04T19:02:33.768Z	0	WS_CLOSE	6636
# Success
# Job finished in 90341ms
