1	2017-12-05T08:40:50.954Z	543	REQ_HOME	0
2	2017-12-05T08:40:51.600Z	646	REQ	0
3	2017-12-05T08:40:52.670Z	1070	REQ	0
4	2017-12-05T08:40:53.567Z	896	REQ	0
5	2017-12-05T08:40:56.225Z	2657	REQ	0
6	2017-12-05T08:40:57.081Z	856	REQ	0
7	2017-12-05T08:40:58.438Z	1357	REQ	0
8	2017-12-05T08:40:59.117Z	678	REQ	0
9	2017-12-05T08:41:00.287Z	1170	REQ	0
10	2017-12-05T08:41:02.699Z	2412	REQ	0
11	2017-12-05T08:41:03.240Z	541	REQ	0
12	2017-12-05T08:41:03.726Z	486	REQ	0
13	2017-12-05T08:41:04.463Z	737	REQ	0
14	2017-12-05T08:41:05.437Z	974	REQ	0
15	2017-12-05T08:41:05.783Z	345	REQ_TOK	0
16	2017-12-05T08:41:06.139Z	356	REQ_SINF	0
17	2017-12-05T08:41:06.516Z	376	WS_OPEN	0
18	2017-12-05T08:41:06.516Z	0	WS_RECV	0
19	2017-12-05T08:41:06.526Z	0	WS_SEND	7
20	2017-12-05T08:41:06.533Z	0	WS_SEND	5
21	2017-12-05T08:41:06.680Z	146	WS_RECV	0
22	2017-12-05T08:41:06.689Z	9	WS_RECV_INIT	0
23	2017-12-05T08:41:07.229Z	539	WS_RECV	0
24	2017-12-05T08:41:13.948Z	0	WS_CLOSE	6636
# Success
# Job finished in 23538ms
