1	2017-12-04T19:42:49.972Z	6089	REQ_HOME	0
2	2017-12-04T19:42:53.316Z	3344	REQ	0
3	2017-12-04T19:42:58.883Z	5567	REQ	0
4	2017-12-04T19:43:04.641Z	5758	REQ	0
5	2017-12-04T19:43:09.911Z	5269	REQ	0
6	2017-12-04T19:43:15.125Z	5214	REQ	0
7	2017-12-04T19:43:21.314Z	6189	REQ	0
8	2017-12-04T19:43:24.835Z	3521	REQ	0
9	2017-12-04T19:43:30.149Z	5314	REQ	0
10	2017-12-04T19:43:34.302Z	4153	REQ	0
11	2017-12-04T19:43:38.370Z	4068	REQ	0
12	2017-12-04T19:43:44.473Z	6102	REQ	0
13	2017-12-04T19:43:49.709Z	5236	REQ	0
14	2017-12-04T19:43:52.804Z	3094	REQ	0
15	2017-12-04T19:43:56.752Z	3948	REQ_TOK	0
16	2017-12-04T19:44:02.065Z	5313	REQ_SINF	0
17	2017-12-04T19:44:05.794Z	3729	WS_OPEN	0
18	2017-12-04T19:44:05.794Z	0	WS_RECV	0
19	2017-12-04T19:44:05.802Z	0	WS_SEND	7
20	2017-12-04T19:44:05.808Z	0	WS_SEND	5
21	2017-12-04T19:44:05.931Z	123	WS_RECV	0
22	2017-12-04T19:44:06.315Z	384	WS_RECV_INIT	0
23	2017-12-04T19:44:06.795Z	480	WS_RECV	0
24	2017-12-04T19:44:13.442Z	1	WS_CLOSE	6636
# Success
# Job finished in 89559ms
