1	2017-12-05T08:52:48.974Z	2047	REQ_HOME	0
2	2017-12-05T08:52:51.320Z	2346	REQ	0
3	2017-12-05T08:52:54.540Z	3220	REQ	0
4	2017-12-05T08:52:56.977Z	2436	REQ	0
5	2017-12-05T08:53:00.576Z	3599	REQ	0
6	2017-12-05T08:53:03.257Z	2680	REQ	0
7	2017-12-05T08:53:06.789Z	3532	REQ	0
8	2017-12-05T08:53:08.984Z	2195	REQ	0
9	2017-12-05T08:53:12.068Z	3084	REQ	0
10	2017-12-05T08:53:14.452Z	2384	REQ	0
11	2017-12-05T08:53:16.499Z	2047	REQ	0
12	2017-12-05T08:53:18.322Z	1823	REQ	0
13	2017-12-05T08:53:20.484Z	2162	REQ	0
14	2017-12-05T08:53:22.586Z	2102	REQ	0
15	2017-12-05T08:53:23.681Z	1095	REQ_TOK	0
16	2017-12-05T08:53:24.959Z	1278	REQ_SINF	0
17	2017-12-05T08:53:25.890Z	930	WS_OPEN	0
18	2017-12-05T08:53:25.890Z	0	WS_RECV	0
19	2017-12-05T08:53:25.901Z	1	WS_SEND	7
20	2017-12-05T08:53:25.910Z	1	WS_SEND	5
21	2017-12-05T08:53:26.070Z	160	WS_RECV	0
22	2017-12-05T08:53:26.607Z	537	WS_RECV_INIT	0
23	2017-12-05T08:53:26.952Z	345	WS_RECV	0
24	2017-12-05T08:53:33.684Z	2	WS_CLOSE	6636
# Success
# Job finished in 46757ms
