1	2017-12-04T14:44:19.750Z	298	REQ_HOME	0
2	2017-12-04T14:44:20.076Z	326	REQ	0
3	2017-12-04T14:44:20.474Z	398	REQ	0
4	2017-12-04T14:44:21.243Z	768	REQ	0
5	2017-12-04T14:44:22.021Z	778	REQ	0
6	2017-12-04T14:44:23.244Z	1223	REQ	0
7	2017-12-04T14:44:24.496Z	1252	REQ	0
8	2017-12-04T14:44:25.212Z	716	REQ	0
9	2017-12-04T14:44:26.385Z	1172	REQ	0
10	2017-12-04T14:44:27.126Z	740	REQ	0
11	2017-12-04T14:44:27.771Z	645	REQ	0
12	2017-12-04T14:44:28.493Z	722	REQ	0
13	2017-12-04T14:44:29.670Z	1177	REQ	0
14	2017-12-04T14:44:30.312Z	642	REQ	0
15	2017-12-04T14:44:30.857Z	544	REQ_TOK	0
16	2017-12-04T14:44:31.336Z	479	REQ	0
17	2017-12-04T14:44:32.078Z	742	REQ_SINF	0
18	2017-12-04T14:44:32.542Z	464	WS_OPEN	0
19	2017-12-04T14:44:32.543Z	0	WS_RECV	0
20	2017-12-04T14:44:32.557Z	0	WS_SEND	8
21	2017-12-04T14:44:32.565Z	1	WS_SEND	3
22	2017-12-04T14:44:32.692Z	127	WS_RECV	0
23	2017-12-04T14:44:34.449Z	1757	WS_RECV_INIT	0
24	2017-12-04T14:44:39.213Z	4763	WS_RECV	0
25	2017-12-04T14:44:44.761Z	1	WS_CLOSE	5546
# Success
# Job finished in 25309ms
